id,outcome,dti,borrower_score,payment_inc_ratio
13156,default,20.51,0.3,11.0939
31810,paid off,20.32,0.35,8.22909
20752,default,5.84,0.25,4.95769
28109,paid off,10.06,0.65,4.43663
12570,default,22.94,0.3,13.199000000000002
36019,paid off,1.81,0.65,4.97773
28180,paid off,21.83,0.6,5.17114
15625,default,8.12,0.55,9.9072
21548,default,19.48,0.4,7.32799
23189,paid off,27.21,0.6,11.2345
39058,paid off,22.37,0.75,6.9363600000000005
11443,default,22.26,0.5,14.1739
33992,paid off,10.75,0.6,6.02681
26742,paid off,13.95,0.5,3.03325
2226,default,16.03,0.3,3.40211
18694,default,20.72,0.65,11.2901
8939,default,11.37,0.45,9.62691
40569,paid off,0.65,0.4,1.89231
3212,default,5.47,0.4,7.38167
20184,default,22.93,0.4,20.4008
13820,default,11.02,0.7,4.7698599999999995
7101,default,26.88,0.25,13.0632
18526,default,8.31,0.5,6.62213
775,default,19.76,0.35,14.9988
39729,paid off,12.3,0.6,6.94712
43588,paid off,9.37,0.75,4.00896
41011,paid off,19.48,0.6,8.30682
31384,paid off,17.71,0.6,18.2456
24047,paid off,3.28,0.5,2.15617
35451,paid off,10.52,0.55,9.3288
17077,default,29.12,0.55,5.49413
6172,default,26.28,0.3,6.0876
13679,default,19.14,0.55,5.006469999999999
26876,paid off,1.87,0.45,3.7768900000000003
6951,default,19.45,0.5,10.9414
37864,paid off,13.09,0.5,8.158439999999999
21348,default,25.3,0.25,6.82897
22273,default,28.32,0.45,14.0102
12771,default,6.16,0.65,3.7022
17106,default,20.89,0.55,13.9552
31956,paid off,6.55,0.75,7.626510000000001
11280,default,17.82,0.6,13.9868
22734,default,21.13,0.5,10.6421
3622,default,9.5,0.75,9.24135
34982,paid off,25.19,0.4,8.32572
22562,default,8.14,0.75,1.40519
23430,paid off,13.98,0.6,4.48349
43915,paid off,16.32,0.4,9.23815
17711,default,14.4,0.5,14.3285
43662,paid off,15.51,0.4,7.52543
43163,paid off,4.74,0.5,18.3231
30041,paid off,8.79,0.7,4.2945
45374,paid off,21.92,0.5,2.43991
16276,default,17.1,0.4,5.06225
29017,paid off,5.11,0.8,5.39952
9739,default,22.47,0.35,4.94727
11631,default,3.5,0.5,8.64912
45662,paid off,2.68,0.55,3.0404299999999997
6817,default,12.85,0.55,3.7787900000000003
25397,paid off,24.07,0.4,9.03456
44891,paid off,26.3,0.55,14.7975
1655,default,19.37,0.25,10.9894
25971,paid off,18.85,0.45,14.1724
6858,default,4.38,0.55,9.121830000000001
22014,default,13.15,0.6,7.5464
17155,default,30.36,0.5,7.81699
26594,paid off,10.53,0.35,6.83177
37891,paid off,4.36,0.85,2.87095
24787,paid off,8.34,0.55,5.9139
3645,default,7.93,0.35,5.85786
22837,default,31.31,0.55,7.12465
42594,paid off,12.7,0.6,6.869330000000001
24524,paid off,16.07,0.4,18.2051
22087,default,28.27,0.55,7.77
15432,default,4.98,0.55,7.583889999999999
428,default,21.55,0.3,10.8033
13689,default,7.0,0.4,5.32748
9039,default,24.91,0.4,12.008
30600,paid off,9.71,0.8,1.84844
31959,paid off,10.56,0.55,6.08326
24043,paid off,19.21,0.55,14.3837
33137,paid off,4.26,0.8,3.6846
34543,paid off,18.29,0.65,9.50629
27836,paid off,14.79,0.55,2.28776
26033,paid off,16.81,0.75,12.1999
32853,paid off,19.34,0.55,11.2249
15028,default,7.37,0.6,7.392530000000001
46087,paid off,16.67,0.65,3.4115599999999997
33964,paid off,9.05,0.35,16.7006
24386,paid off,25.23,0.6,10.4874
31388,paid off,19.52,0.5,15.0981
7018,default,21.36,0.65,11.5506
20594,default,18.01,0.5,15.5866
28666,paid off,22.84,0.45,14.8953
8436,default,13.44,0.55,6.57105
28051,paid off,15.17,0.65,5.322
30585,paid off,13.8,0.55,12.6552
4755,default,15.87,0.35,3.41126
20836,default,13.24,0.45,1.3682
14300,default,28.9,0.4,8.49377
3603,default,3.68,0.55,7.7736
23670,paid off,12.84,0.45,0.8849959999999999
22831,default,9.6,0.35,10.04
5176,default,15.62,0.45,1.59246
20439,default,21.27,0.45,5.236669999999999
29194,paid off,16.45,0.4,4.12071
38830,paid off,19.55,0.35,4.5513
32846,paid off,9.31,0.65,4.28341
23687,paid off,19.66,0.4,9.1992
12014,default,11.12,0.45,9.90405
45029,paid off,19.44,0.7,17.5928
39407,paid off,26.97,0.5,6.41714
22140,default,13.52,0.3,13.992
30808,paid off,6.08,0.3,7.98528
17570,default,23.81,0.45,13.8495
36810,paid off,14.98,0.5,3.5182
25770,paid off,15.72,0.65,4.4788
31731,paid off,13.61,0.65,8.9937
40976,paid off,8.64,0.5,8.95303
21588,default,8.02,0.3,7.1162399999999995
36018,paid off,18.94,0.4,10.815
33191,paid off,30.38,0.6,19.7348
29170,paid off,26.4,0.5,16.538
45002,paid off,8.55,0.7,10.4888
13524,default,11.04,0.5,6.89922
7216,default,16.2,0.5,5.60075
203,default,19.31,0.4,15.2142
24113,paid off,8.19,0.55,10.4213
45837,paid off,12.49,0.55,6.903510000000001
37400,paid off,9.41,0.7,2.32872
25169,paid off,19.43,0.65,10.3724
851,default,23.25,0.5,10.3766
33675,paid off,9.83,0.6,3.76765
4984,default,17.74,0.3,8.454410000000001
28932,paid off,15.03,0.5,5.89215
41827,paid off,7.13,0.65,8.98385
14876,default,25.58,0.5,14.949000000000002
2006,default,7.68,0.45,7.856160000000001
39207,paid off,7.73,0.5,4.24
43271,paid off,23.8,0.3,7.081360000000001
38216,paid off,25.2,0.7,8.94946
30391,paid off,26.34,0.4,10.2072
31089,paid off,22.25,0.5,13.6089
37641,paid off,28.06,0.6,8.49254
43572,paid off,18.69,0.35,5.35611
7806,default,11.0,0.45,12.2527
19740,default,18.45,0.6,10.3573
41452,paid off,17.09,0.7,12.5653
30643,paid off,20.67,0.6,14.6004
41388,paid off,24.24,0.4,4.75849
13857,default,21.53,0.4,9.19075
25453,paid off,12.31,0.75,2.7915400000000004
18606,default,17.41,0.5,9.39918
4624,default,7.3,0.65,15.7636
13344,default,19.7,0.5,9.32952
31001,paid off,14.48,0.55,3.40884
36794,paid off,4.56,0.5,4.48937
30085,paid off,12.21,0.65,3.00869
35546,paid off,1.87,0.45,9.89128
29044,paid off,13.63,0.6,1.98475
10793,default,4.95,0.55,2.21124
11823,default,16.55,0.65,7.0296899999999996
34322,paid off,10.46,0.8,9.34286
38186,paid off,16.2,0.6,3.18
37424,paid off,1.84,0.65,4.1506
12732,default,7.17,0.35,8.41009
10375,default,15.81,0.5,11.7797
28380,paid off,3.45,0.75,9.77212
39745,paid off,18.43,0.65,10.4415
23497,paid off,10.11,0.45,6.35109
27609,paid off,9.77,0.7,4.29129
13035,default,9.27,0.4,7.59315
12445,default,17.87,0.5,10.0879
13717,default,12.97,0.2,7.05081
38695,paid off,14.37,0.4,5.0709
46191,paid off,9.18,0.4,12.3248
32477,paid off,11.15,0.85,4.0883400000000005
26288,paid off,16.47,0.7,5.50931
40503,paid off,14.51,0.7,4.44946
18668,default,18.55,0.55,8.50428
13724,default,23.24,0.65,15.2021
28193,paid off,20.74,0.6,9.042539999999999
39081,paid off,0.46,0.6,2.78815
22127,default,27.19,0.1,6.0483199999999995
15196,default,28.5,0.5,13.7614
6053,default,8.57,0.3,33.6309
28315,paid off,26.43,0.4,5.5039
23572,paid off,12.09,0.55,3.34648
36178,paid off,3.63,0.55,10.2471
577,default,10.5,0.45,7.939
23423,paid off,8.66,0.6,3.41656
20643,default,13.42,0.3,12.2106
42638,paid off,11.31,0.45,12.2755
43493,paid off,16.38,0.4,3.175
32273,paid off,13.91,0.4,6.613980000000001
5565,default,11.56,0.45,7.6974
26131,paid off,24.7,0.5,8.1085
10096,default,17.85,0.5,2.35677
42827,paid off,22.04,0.55,2.14113
31259,paid off,10.24,0.5,3.75855
30233,paid off,23.96,0.45,13.714
32527,paid off,11.19,0.7,2.6851599999999998
34615,paid off,18.45,0.65,13.6846
13014,default,16.8,0.6,7.3905899999999995
161,default,23.79,0.4,9.1656
16022,default,23.24,0.45,12.1128
7699,default,9.13,0.45,5.46738
19084,default,11.0,0.65,1.4276799999999998
11382,default,22.78,0.3,9.97381
14435,default,24.48,0.55,4.67285
43128,paid off,19.51,0.75,6.79933
34095,paid off,15.79,0.5,5.92855
13288,default,28.65,0.7,7.674460000000001
19656,default,15.21,0.5,11.5347
41713,paid off,15.37,0.55,6.0871699999999995
11174,default,9.68,0.3,7.66732
38658,paid off,17.33,0.45,3.78171
41790,paid off,13.38,0.35,10.7282
2653,default,13.56,0.35,14.9568
28458,paid off,15.86,0.7,14.9708
32980,paid off,16.24,0.55,6.2324
14972,default,23.06,0.4,5.28292
29046,paid off,14.33,0.5,5.33026
19892,default,14.7,0.55,21.1464
32669,paid off,9.77,0.6,9.43527
2214,default,3.73,0.6,6.920669999999999
34467,paid off,7.17,0.55,9.03435
28846,paid off,8.07,0.6,6.48736
2906,default,6.53,0.7,6.032
31419,paid off,11.96,0.55,8.39936
12087,default,8.18,0.35,1.92878
23773,paid off,21.16,0.7,4.676880000000001
41805,paid off,14.54,0.5,2.48538
367,default,22.22,0.6,10.4328
13019,default,18.86,0.25,13.7632
34191,paid off,17.11,0.55,8.71689
45057,paid off,4.32,0.4,4.39993
4479,default,13.49,0.5,4.82886
477,default,10.58,0.3,5.6182
268,default,6.33,0.35,4.43481
18612,default,23.83,0.35,3.66505
1988,default,14.45,0.55,2.14311
11169,default,24.56,0.5,4.48983
30929,paid off,24.43,0.5,2.69378
30992,paid off,7.41,0.55,4.809
6575,default,10.4,0.5,12.6318
25338,paid off,7.28,0.7,2.01104
17839,default,34.47,0.35,14.385
26010,paid off,26.19,0.6,12.2281
5324,default,18.24,0.55,1.1122299999999998
35116,paid off,21.07,0.3,3.68286
31141,paid off,16.95,0.45,10.8869
40286,paid off,10.16,0.4,2.3202700000000003
43515,paid off,27.06,0.6,8.07778
38657,paid off,31.96,0.4,9.647780000000001
27320,paid off,13.79,0.4,10.0671
31482,paid off,29.93,0.6,7.66412
39915,paid off,10.72,0.55,7.30973
33922,paid off,23.91,0.6,5.84543
29026,paid off,13.34,0.45,7.93752
17619,default,20.48,0.55,10.7189
3340,default,5.66,0.65,3.3806
40969,paid off,22.34,0.55,2.98691
3815,default,24.37,0.4,8.85897
38709,paid off,17.67,0.3,10.6795
26260,paid off,3.82,0.65,14.3116
33188,paid off,15.02,0.45,3.16267
40562,paid off,10.55,0.35,6.84483
3403,default,1.66,0.55,5.8773
38442,paid off,16.97,0.35,4.85964
44744,paid off,11.4,0.45,6.5595
24854,paid off,14.17,0.7,5.424169999999999
11672,default,6.85,0.3,8.076369999999999
9397,default,29.61,0.5,4.27614
12658,default,15.24,0.65,7.958289999999999
28395,paid off,24.6,0.15,5.7564
3032,default,11.03,0.5,6.56772
18738,default,9.91,0.65,12.6644
19470,default,23.66,0.4,9.98963
3302,default,0.99,0.55,5.26525
42560,paid off,16.04,0.6,9.16867
43982,paid off,24.77,0.35,2.66955
25027,paid off,13.12,0.5,4.72775
26850,paid off,15.41,0.6,13.6563
35902,paid off,1.2,0.6,5.5056
777,default,12.87,0.4,2.40043
21502,default,22.51,0.55,11.7181
34748,paid off,5.81,0.45,4.61388
24455,paid off,9.19,0.6,8.35627
2414,default,10.76,0.5,8.21455
43032,paid off,22.75,0.55,6.2388
26244,paid off,18.39,0.4,1.0491
5798,default,15.1,0.5,6.7675
34002,paid off,6.97,0.55,6.654
36035,paid off,2.62,0.55,3.4749199999999996
26452,paid off,18.08,0.45,14.493
24654,paid off,15.54,0.7,6.61711
20996,default,35.27,0.2,9.3208
13252,default,21.18,0.4,19.3841
5310,default,13.5,0.5,15.2238
20238,default,10.93,0.35,7.32758
4518,default,10.13,0.5,7.17143
11017,default,23.91,0.5,7.89942
22239,default,33.58,0.25,5.01384
9601,default,13.14,0.45,8.73165
45635,paid off,20.33,0.45,9.57113
4993,default,4.89,0.35,1.8622599999999998
25790,paid off,8.77,0.6,3.4139999999999997
16000,default,29.61,0.3,9.27557
1260,default,15.08,0.25,13.3256
37556,paid off,15.78,0.55,9.2362
6676,default,21.09,0.4,13.8118
42394,paid off,10.79,0.7,3.12913
5801,default,20.6,0.25,3.18312
13447,default,6.69,0.55,12.7113
35448,paid off,17.82,0.45,7.73082
40742,paid off,11.58,0.55,7.8732
41379,paid off,22.15,0.7,5.0065800000000005
9407,default,8.77,0.65,14.4145
42387,paid off,10.82,0.5,8.41089
17267,default,18.69,0.35,4.821000000000001
35914,paid off,29.86,0.45,9.77031
23106,default,26.76,0.55,10.0302
25444,paid off,20.16,0.45,12.6715
36125,paid off,15.51,0.65,5.33801
42500,paid off,24.36,0.6,7.245710000000001
24719,paid off,8.7,0.65,5.11733
43500,paid off,30.0,0.45,11.7333
14743,default,23.97,0.55,5.0081
36570,paid off,14.66,0.7,13.1306
40530,paid off,18.18,0.6,9.783
44295,paid off,11.3,0.45,7.4542
42443,paid off,29.63,0.45,8.64
45546,paid off,5.09,0.6,15.985
35160,paid off,27.16,0.55,10.2976
32662,paid off,0.94,0.7,9.50297
25341,paid off,31.7,0.4,7.85312
20988,default,10.26,0.4,14.7303
11083,default,33.05,0.4,3.49024
7031,default,17.69,0.5,2.52454
16375,default,25.77,0.4,6.81893
15446,default,19.33,0.7,14.732999999999999
29522,paid off,11.18,0.5,2.8126700000000002
34138,paid off,30.48,0.5,9.3669
5090,default,17.53,0.55,5.01175
42219,paid off,7.54,0.6,13.7345
35137,paid off,12.56,0.45,10.1839
18288,default,9.57,0.55,6.76815
16398,default,6.38,0.55,6.37571
23781,paid off,9.31,0.55,5.4795
39164,paid off,4.68,0.7,3.138
35132,paid off,0.98,0.65,2.55567
37850,paid off,13.6,0.7,1.55975
11229,default,23.38,0.5,10.5191
42212,paid off,8.46,0.6,0.8635860000000001
8632,default,7.63,0.25,1.39612
26534,paid off,21.08,0.45,10.7363
19263,default,11.89,0.45,12.0735
26745,paid off,9.97,0.65,6.08519
19609,default,19.16,0.25,2.6611
24336,paid off,11.55,0.4,12.9734
24892,paid off,20.83,0.45,7.30457
10651,default,24.96,0.4,8.14214
5983,default,15.65,0.45,5.60174
29928,paid off,18.78,0.35,4.372
32988,paid off,1.55,0.65,5.68117
9259,default,23.1,0.3,0.942635
28854,paid off,6.94,0.45,4.15232
42309,paid off,0.26,0.6,4.62141
11294,default,21.36,0.2,8.54374
35529,paid off,25.91,0.45,6.21355
32420,paid off,14.91,0.45,5.58057
7969,default,11.9,0.45,6.2062800000000005
41109,paid off,19.32,0.55,11.6859
36991,paid off,5.75,0.5,9.535210000000001
5075,default,11.88,0.45,3.8009699999999995
25438,paid off,10.23,0.6,10.2575
7288,default,25.71,0.45,7.9704
304,default,1.88,0.55,7.30353
36324,paid off,17.37,0.65,4.36762
32301,paid off,17.23,0.65,2.5119
36353,paid off,9.47,0.7,2.72171
36409,paid off,10.58,0.65,7.282839999999999
378,default,11.49,0.3,11.9206
43647,paid off,25.18,0.6,8.75574
14366,default,23.08,0.65,6.932119999999999
3143,default,2.94,0.2,4.82151
45099,paid off,5.89,0.5,3.12831
45100,paid off,16.25,0.45,13.532
45490,paid off,1.2,0.75,4.968
43114,paid off,9.82,0.6,14.9198
45210,paid off,8.87,0.7,6.97858
42282,paid off,6.48,0.5,3.6268199999999995
11740,default,8.07,0.7,9.23502
44704,paid off,11.53,0.7,0.9866090000000001
758,default,21.98,0.4,10.4174
32236,paid off,25.87,0.35,19.1907
15173,default,16.62,0.4,5.560169999999999
43089,paid off,18.37,0.5,5.98038
45453,paid off,25.6,0.5,2.9434299999999998
28306,paid off,5.6,0.8,1.41868
11485,default,31.92,0.6,12.1008
10880,default,14.26,0.55,8.92768
6038,default,13.44,0.3,8.234160000000001
32188,paid off,21.66,0.55,5.63235
2330,default,2.43,0.55,5.02341
16389,default,23.19,0.35,3.47365
8502,default,14.01,0.55,2.0415
12152,default,25.5,0.35,8.245439999999999
28231,paid off,9.11,0.8,13.045
20799,default,23.21,0.5,11.6809
31018,paid off,8.64,0.3,5.5455
32077,paid off,12.89,0.4,13.9421
14014,default,14.8,0.3,13.6717
40226,paid off,21.81,0.35,3.45075
32924,paid off,16.8,0.6,7.7796
20289,default,10.55,0.5,7.55768
32902,paid off,16.31,0.6,1.82615
6924,default,16.52,0.5,4.98862
35240,paid off,26.26,0.7,4.53629
19641,default,10.44,0.5,3.17042
37312,paid off,13.22,0.4,10.1084
4728,default,20.24,0.3,16.3473
42442,paid off,29.54,0.4,8.644219999999999
25779,paid off,24.24,0.4,10.3874
45813,paid off,10.84,0.55,1.85238
529,default,10.4,0.4,15.318
43631,paid off,9.7,0.55,13.3243
45627,paid off,23.13,0.35,6.77022
26891,paid off,26.37,0.5,10.4221
42945,paid off,7.87,0.5,1.9002
9551,default,23.18,0.45,14.2859
1307,default,13.42,0.3,4.44
42957,paid off,17.27,0.85,11.3981
37285,paid off,22.99,0.5,10.2647
859,default,12.84,0.55,3.5301
37843,paid off,25.79,0.55,6.32351
32197,paid off,30.42,0.65,8.545760000000001
6681,default,21.54,0.55,7.3274
32715,paid off,8.93,0.5,10.8474
13686,default,20.24,0.4,16.7214
26502,paid off,16.59,0.65,8.31157
25860,paid off,13.45,0.6,5.86254
18098,default,28.08,0.2,2.64202
20387,default,11.12,0.6,2.68368
15671,default,8.58,0.45,5.58424
21612,default,28.87,0.6,8.47533
19919,default,16.92,0.3,12.5306
36927,paid off,18.23,0.4,6.25813
27095,paid off,11.83,0.75,13.9171
32864,paid off,11.78,0.75,9.95447
40011,paid off,12.57,0.55,10.956
10387,default,8.86,0.6,5.7974
2213,default,14.35,0.4,10.5988
20834,default,12.74,0.45,1.8264
1021,default,19.72,0.6,10.3242
12902,default,18.69,0.55,10.4993
39242,paid off,4.12,0.6,6.00766
22613,default,23.29,0.4,10.2454
5607,default,13.44,0.4,4.6792
10320,default,24.45,0.5,9.82954
35447,paid off,21.8,0.6,5.44637
28061,paid off,17.44,0.6,1.04788
18466,default,20.94,0.55,15.4423
22004,default,18.69,0.2,12.4349
10628,default,34.72,0.55,14.2293
9994,default,19.94,0.3,6.9192
41410,paid off,14.48,0.5,6.128080000000001
25177,paid off,10.81,0.45,9.07906
36697,paid off,8.75,0.4,7.509869999999999
29511,paid off,4.61,0.6,1.1790200000000002
25056,paid off,24.74,0.7,4.981380000000001
11454,default,29.6,0.35,16.8282
21616,default,27.13,0.4,6.27091
4942,default,7.62,0.65,7.36884
31425,paid off,18.93,0.45,10.0635
45973,paid off,9.86,0.45,12.9553
511,default,17.0,0.35,12.094000000000001
9231,default,11.75,0.55,11.434000000000001
12514,default,34.77,0.45,14.7033
6909,default,17.18,0.6,17.5642
23700,paid off,11.6,0.6,13.499
42726,paid off,25.07,0.45,3.8362300000000005
44412,paid off,5.29,0.6,8.72175
5715,default,9.43,0.35,1.25409
40271,paid off,21.83,0.3,1.7785400000000002
42499,paid off,17.0,0.45,10.418
2589,default,13.52,0.55,3.1916700000000002
9760,default,21.45,0.5,10.4759
43592,paid off,12.59,0.55,11.0751
42044,paid off,25.77,0.5,3.5425400000000002
18920,default,10.29,0.6,16.9973
23941,paid off,15.61,0.55,7.43773
43866,paid off,5.06,0.55,7.201569999999999
7441,default,20.1,0.6,13.2853
14229,default,9.52,0.45,4.5280000000000005
12158,default,33.47,0.4,10.4953
31988,paid off,15.86,0.65,12.5428
5263,default,8.66,0.55,3.2052
20460,default,14.9,0.35,14.3209
7379,default,15.07,0.65,4.37526
13848,default,30.04,0.45,5.22671
3199,default,19.78,0.55,3.4010000000000002
11931,default,23.18,0.65,8.43566
9479,default,32.47,0.5,11.5128
5027,default,20.75,0.55,1.36897
10106,default,19.69,0.4,4.04964
9189,default,15.38,0.35,14.552999999999999
30815,paid off,33.92,0.35,10.332
21293,default,10.75,0.6,6.3034
36591,paid off,16.83,0.4,10.6599
41434,paid off,6.05,0.65,6.70482
24799,paid off,23.73,0.25,12.7037
32673,paid off,10.12,0.5,14.6077
42796,paid off,7.81,0.45,1.46366
42062,paid off,12.44,0.45,14.287
14934,default,16.55,0.3,10.6227
30697,paid off,4.69,0.6,6.352
2765,default,11.22,0.15,10.8063
10446,default,12.68,0.45,8.57889
21597,default,25.95,0.5,16.0671
45141,paid off,12.17,0.65,2.73582
8849,default,26.81,0.55,4.6256699999999995
37013,paid off,6.78,0.75,10.7465
8786,default,10.25,0.4,10.7432
30407,paid off,19.32,0.45,6.3836699999999995
28067,paid off,7.15,0.5,7.1825600000000005
7077,default,21.88,0.2,5.82776
23507,paid off,12.69,0.5,2.2692
9312,default,29.31,0.35,8.496080000000001
15085,default,32.34,0.25,13.7677
36016,paid off,8.3,0.55,7.01267
15428,default,30.0,0.5,19.1779
13602,default,26.02,0.5,18.1093
33795,paid off,8.42,0.5,4.128769999999999
303,default,8.88,0.55,7.0226
2198,default,16.05,0.45,12.0036
33483,paid off,14.76,0.65,7.22875
40665,paid off,20.8,0.45,11.677999999999999
36956,paid off,3.71,0.7,1.58874
26418,paid off,11.04,0.35,6.5458
36866,paid off,33.07,0.55,13.4578
22996,default,26.46,0.45,12.7368
25293,paid off,20.37,0.4,11.5534
9328,default,12.89,0.6,6.336
34194,paid off,19.68,0.45,8.28686
39140,paid off,24.52,0.4,17.6502
22888,default,17.24,0.6,7.659
8475,default,20.86,0.4,10.5486
43745,paid off,20.58,0.55,12.296
41007,paid off,16.16,0.6,7.9036
24323,paid off,6.58,0.65,2.1806099999999997
12013,default,20.54,0.5,7.797210000000001
16521,default,17.47,0.65,10.2353
12113,default,20.03,0.35,11.1109
45236,paid off,12.12,0.6,4.00589
40407,paid off,16.56,0.55,9.85925
45703,paid off,8.34,0.55,2.20845
7424,default,2.71,0.55,3.8300300000000003
5403,default,13.04,0.5,3.3845199999999998
12736,default,11.13,0.35,5.45785
4141,default,16.17,0.55,5.1977199999999995
18426,default,23.66,0.45,16.1581
11304,default,6.65,0.5,15.1832
32951,paid off,19.12,0.75,10.1327
39935,paid off,12.98,0.7,5.1324
32822,paid off,24.06,0.4,3.54345
5787,default,24.81,0.25,1.2504
36374,paid off,5.38,0.5,5.27029
26175,paid off,11.91,0.35,2.09412
23417,paid off,16.54,0.6,8.046289999999999
44800,paid off,9.15,0.6,5.63111
33648,paid off,8.67,0.65,3.58071
14583,default,11.58,0.45,9.88038
10532,default,8.62,0.3,3.9156
43027,paid off,11.39,0.45,12.7265
24573,paid off,17.18,0.65,8.27966
33820,paid off,9.78,0.7,9.89467
10108,default,7.37,0.55,8.99928
43180,paid off,16.6,0.65,4.6716
35125,paid off,15.04,0.25,0.406459
14509,default,13.28,0.45,7.65453
4450,default,2.5,0.6,7.30943
3375,default,14.32,0.6,4.31232
16660,default,26.91,0.6,1.8274599999999999
33178,paid off,12.58,0.65,3.9367
22069,default,12.91,0.5,4.240530000000001
18015,default,11.88,0.5,8.7672
22364,default,23.15,0.45,6.13865
16329,default,21.47,0.25,13.1147
2719,default,2.95,0.5,2.83622
44272,paid off,10.15,0.7,13.7425
840,default,18.64,0.4,12.3532
45222,paid off,2.8,0.4,3.2637400000000003
38276,paid off,32.74,0.25,9.46235
43358,paid off,1.0,0.6,4.02133
30975,paid off,21.67,0.4,9.44944
26818,paid off,24.39,0.75,13.2126
10204,default,21.24,0.5,9.92313
4335,default,20.88,0.5,8.0988
22287,default,24.95,0.6,14.3582
38236,paid off,27.11,0.5,11.3151
19137,default,21.37,0.45,8.26055
37379,paid off,21.93,0.55,13.482999999999999
15979,default,32.26,0.35,5.4755199999999995
28411,paid off,12.44,0.4,8.82578
45462,paid off,18.78,0.45,11.5595
2604,default,1.55,0.55,6.78097
13397,default,6.0,0.3,14.0235
35457,paid off,22.27,0.6,4.65566
27298,paid off,15.3,0.6,9.543330000000001
41550,paid off,18.64,0.55,5.28011
38219,paid off,16.95,0.55,7.664630000000001
9814,default,27.37,0.35,12.4835
4449,default,0.6,0.75,16.2265
7956,default,17.58,0.45,8.52626
38200,paid off,9.93,0.35,3.60384
33132,paid off,12.88,0.6,5.98304
13045,default,15.46,0.45,11.0826
40006,paid off,13.76,0.4,18.4451
3842,default,22.22,0.2,6.19062
46094,paid off,29.28,0.6,7.1216
36544,paid off,19.0,0.5,11.960999999999999
27501,paid off,23.16,0.35,12.9151
4130,default,14.47,0.55,3.9795599999999998
22796,default,16.92,0.6,1.7436
6560,default,3.88,0.2,1.8904299999999998
45679,paid off,9.6,0.8,13.3042
5391,default,20.22,0.55,5.01021
35225,paid off,10.33,0.8,15.9378
33020,paid off,1.81,0.5,5.09981
38192,paid off,16.95,0.6,5.80815
40991,paid off,4.61,0.65,8.555660000000001
4343,default,22.63,0.55,7.3754800000000005
1097,default,23.43,0.35,10.6389
22449,default,30.05,0.4,8.625119999999999
28597,paid off,16.63,0.6,1.20393
31806,paid off,7.55,0.7,2.4197599999999997
28703,paid off,6.79,0.85,5.1561900000000005
40598,paid off,18.51,0.5,9.453330000000001
4429,default,10.07,0.4,22.2
40127,paid off,21.01,0.5,1.64304
38550,paid off,14.81,0.6,8.0856
30039,paid off,16.75,0.6,5.62217
30091,paid off,14.12,0.7,6.94365
29577,paid off,12.98,0.65,7.104
42743,paid off,33.95,0.4,7.253589999999999
35104,paid off,30.59,0.6,7.974060000000001
27907,paid off,8.42,0.7,3.7393699999999996
19575,default,4.1,0.75,18.891
39278,paid off,13.28,0.55,6.531680000000001
6950,default,18.57,0.4,15.0276
13768,default,28.72,0.25,8.9994
20516,default,13.13,0.35,16.6212
35500,paid off,21.05,0.35,12.1855
9512,default,10.53,0.45,9.8769
21330,default,27.89,0.35,8.769
23237,paid off,7.53,0.55,5.42189
39133,paid off,14.47,0.4,14.1607
33951,paid off,23.63,0.55,8.944360000000001
32248,paid off,5.09,0.7,6.9416
7870,default,12.23,0.45,15.3065
6770,default,18.47,0.5,7.17932
1758,default,12.28,0.55,2.49075
7585,default,30.85,0.45,7.916530000000001
17498,default,28.42,0.45,8.87244
27018,paid off,10.85,0.7,5.1525300000000005
30678,paid off,7.81,0.75,5.176130000000001
14177,default,19.67,0.5,6.00775
4133,default,7.4,0.55,14.249
20382,default,22.04,0.3,5.80585
23805,paid off,10.24,0.55,10.1216
24738,paid off,10.48,0.55,3.60932
5436,default,20.24,0.4,6.0316
25582,paid off,15.87,0.6,7.95
25633,paid off,10.97,0.7,7.416289999999999
42676,paid off,14.9,0.65,7.90875
17243,default,27.72,0.25,4.24841
20092,default,7.99,0.55,4.15386
30671,paid off,10.56,0.55,3.93664
32020,paid off,19.68,0.45,3.2586
45271,paid off,4.58,0.6,1.92577
23265,paid off,12.47,0.6,4.805680000000001
37357,paid off,15.1,0.65,4.763
19488,default,22.83,0.5,5.187180000000001
12105,default,9.0,0.45,9.473230000000001
20333,default,9.08,0.45,1.9846700000000002
13076,default,20.44,0.4,14.725999999999999
15270,default,20.21,0.4,7.58385
20775,default,9.62,0.5,2.00496
4774,default,4.1,0.65,4.20148
44409,paid off,24.65,0.45,14.735999999999999
79,default,5.47,0.45,1.9140000000000001
45843,paid off,20.66,0.4,5.1216
16497,default,26.44,0.45,6.724239999999999
18474,default,24.0,0.4,11.0907
22313,default,15.71,0.35,4.57724
43319,paid off,29.73,0.55,13.7585
40292,paid off,26.01,0.3,12.3235
10638,default,28.63,0.5,3.97689
14267,default,16.37,0.7,5.22306
30462,paid off,16.8,0.6,2.596
31133,paid off,17.83,0.5,8.47354
12347,default,7.32,0.25,3.09206
10186,default,7.23,0.7,4.5328
30586,paid off,18.94,0.6,5.25863
31568,paid off,7.85,0.4,1.4988299999999999
12896,default,21.47,0.3,10.6693
10350,default,12.4,0.55,9.325
24578,paid off,7.47,0.75,2.3108
26653,paid off,0.41,0.9,4.42848
15039,default,2.56,0.6,6.03733
24976,paid off,13.29,0.8,3.5354400000000004
